"","Item","Prop","Value"
"3554","Q61877622","P496","""0000-0002-9208-4859"""
"3555","Q61877622","P1153","55934762200"
"3556","Q61877622","P1053","""S-6160-2017"""
"3557","Q110245753","P496","""0000-0001-8758-1327"""
"3558","Q110245754","P496","""0000-0001-9490-4630"""
"3559","Q110245754","P1153","54395619500"
"3560","Q110245754","P1053","""ABD-3994-2020"""
"3561","Q110245756","P496","""0000-0002-0543-9384"""
"3562","Q110245756","P1153","7103152009"
"3563","Q110245757","P496","""0000-0002-7989-6991"""
"3564","Q110245757","P1153","57209451543"
"3565","Q110245758","P496","""0000-0003-4122-2745"""
"3566","Q110245758","P1153","57216683242"
"3567","Q110245759","P1153","36523065800"
"3568","Q110245760","P496","""0000-0001-6082-1263"""
"3569","Q110245760","P1153","6506439021"
"3570","Q110245760","P1053","""G-6879-2011"""
"3571","Q110245761","P1153","57189463259"
"3572","Q107359173","P1153","55539378900"
"3573","Q110245762","P1153","6507155150"
"3574","Q110245763","P496","""0000-0002-2547-2085"""
"3575","Q110245763","P1153","57212146627"
"3576","Q110245764","P1153","57193228624"
"3577","Q110245765","P1153","57192778575"
"3578","Q110245766","P1153","57221545613"
"3579","Q91380212","P496","""0000-0002-1133-4853"""
"3580","Q91380212","P1153","56785174900"
"3581","Q110245767","P1153","36198484900"
"3582","Q110245768","P1153","57205371824"
"3583","Q110245770","P1153","54387031000"
"3584","Q110245772","P496","""0000-0001-9926-1670"""
"3585","Q110245772","P1153","57211252555"
"3586","Q110245774","P496","""0000-0001-5764-1376"""
"3587","Q110245774","P1153","55972019600"
"3588","Q60383207","P496","""0000-0001-9242-2128"""
"3589","Q60383207","P1153","56323322700"
"3590","Q60383207","P1053","""AAG-6561-2019"""
"3591","Q60299560","P1153","36646245200"
"3592","Q110245776","P496","""0000-0002-2813-5981"""
"3593","Q110245776","P1153","56835767400"
"3594","Q104260877","P496","""0000-0002-9877-8085"""
"3595","Q104260877","P1153","6602575066"
"3596","Q110245777","P1153","57194502516"
"3597","Q110245779","P496","""0000-0002-9641-8537"""
"3598","Q110245779","P1153","8638935400"
"3599","Q110245779","P1053","""Q-8420-2019"""
"3600","Q110245780","P496","""0000-0002-7778-3459"""
"3601","Q110245781","P1153","56198482600"
"3602","Q110245782","P496","""0000-0001-5553-5625"""
"3603","Q110245782","P1153","43061333600"
"3604","Q110245783","P496","""0000-0002-5920-9736"""
"3605","Q110245783","P1153","36095668600"
"3606","Q110245784","P1153","57192161645"
"3607","Q110245785","P1153","57192389437"
"3608","Q88802087","P496","""0000-0003-2364-504X"""
"3609","Q88802087","P1153","24577595500"
"3610","Q110245786","P496","""0000-0001-8015-1375"""
"3611","Q110245786","P1153","57188825701"
"3612","Q110245787","P496","""0000-0002-7173-7662"""
"3613","Q110245787","P1153","57201194594"
"3614","Q110245788","P496","""0000-0001-7281-7173"""
"3615","Q110245788","P1153","6602959047"
"3616","Q110245788","P1053","""G-2976-2011"""
"3617","Q110245789","P1153","37861626400"
"3618","Q110245790","P1153","56922273200"
"3619","Q88376912","P1153","7203039739"
"3620","Q47820531","P496","""0000-0001-9797-9822"""
"3621","Q47820531","P1153","26649500100"
"3622","Q42760159","P496","""0000-0001-5139-4183"""
"3623","Q42760159","P1153","54412319100"
"3624","Q110245793","P496","""0000-0002-6587-2294"""
"3625","Q110245793","P1153","57194332924"
"3626","Q110245795","P1153","55773810300"
"3627","Q86652588","P496","""0000-0003-0961-7659"""
"3628","Q86652588","P1153","56503416700"
"3629","Q110245797","P496","""0000-0002-3780-8914"""
"3630","Q110245797","P1153","57221800731"
"3631","Q110245798","P1153","56810561900"
"3632","Q110245799","P496","""0000-0002-5212-7842"""
"3633","Q94459412","P496","""0000-0002-2421-2214"""
"3634","Q94459412","P1153","55331437100"
"3635","Q94459412","P1053","""H-5562-2019"""
"3636","Q39964332","P496","""0000-0001-9559-4160"""
"3637","Q39964332","P1153","55696570700"
"3638","Q110245800","P496","""0000-0002-3620-3278"""
"3639","Q110245800","P1153","28167509700"
"3640","Q110245801","P1153","15132399000"
"3641","Q110245802","P1153","7103385786"
"3642","Q90117994","P1153","7007017616"
"3643","Q110245805","P1153","56419726600"
"3644","Q110245806","P1153","57196078314"
"3645","Q110245807","P496","""0000-0002-5423-3614"""
"3646","Q110245807","P1153","35799884500"
"3647","Q44356803","P496","""0000-0003-2909-9975"""
"3648","Q44356803","P1153","6508037478"
"3649","Q44356803","P1053","""H-7492-2019"""
"3650","Q87935552","P1153","56464861000"
"3651","Q110245808","P1153","57196056793"
"3652","Q56438535","P496","""0000-0001-9865-9767"""
"3653","Q56438535","P1153","25932134600"
"3654","Q56438535","P1053","""B-4673-2011"""
"3655","Q110245809","P1153","56290823200"
"3656","Q38359057","P496","""0000-0001-8141-4069"""
"3657","Q38359057","P1153","6603569737"
"3658","Q110245811","P1153","55481049400"
"3659","Q110245812","P1153","55173962200"
"3660","Q110245813","P496","""0000-0001-6261-2959"""
"3661","Q110245813","P1153","44961331200"
"3662","Q88058970","P496","""0000-0002-9859-9642"""
"3663","Q88058970","P1153","14063267200"
"3664","Q88058970","P1053","""C-3908-2011"""
"3665","Q110245814","P1153","56548120000"
"3666","Q17987448","P1153","6701317576"
"3667","Q110245815","P496","""0000-0002-7974-3039"""
"3668","Q110245815","P1153","6603166667"
"3669","Q110245816","P496","""0000-0002-6521-2907"""
"3670","Q110245817","P496","""0000-0002-5965-9825"""
"3671","Q110245817","P1153","56412466800"
"3672","Q110245818","P496","""0000-0002-7636-114X"""
"3673","Q22278560","P1153","57038019300"
"3674","Q96290607","P496","""0000-0003-3421-4026"""
"3675","Q96290607","P1153","57188753259"
"3676","Q110245820","P496","""0000-0001-7271-4369"""
"3677","Q110245820","P1153","57191850412"
"3678","Q96058148","P496","""0000-0002-5068-4709"""
"3679","Q96058148","P1153","57191167432"
"3680","Q96058148","P1053","""A-9236-2015"""
"3681","Q42622828","P496","""0000-0002-9234-1923"""
"3682","Q42622828","P1153","54890686600"
"3683","Q110245821","P496","""0000-0001-6294-0004"""
"3684","Q110245821","P1153","57024207800"
"3685","Q110245822","P1153","37037408900"
"3686","Q110245823","P1153","55824571500"
"3687","Q96294362","P496","""0000-0002-2810-6419"""
"3688","Q96294362","P1153","57194201324"
"3689","Q110245824","P496","""0000-0003-4504-9951"""
"3690","Q110245824","P1153","57193745936"
"3691","Q110245825","P1153","8541999200"
"3692","Q110245826","P496","""0000-0002-6421-6797"""
"3693","Q110245827","P496","""0000-0002-6393-9301"""
"3694","Q110245827","P1153","57202817792"
"3695","Q89980737","P496","""0000-0003-1805-6937"""
"3696","Q89980737","P1153","57222607703"
"3697","Q89980737","P1053","""AAS-2461-2020"""
"3698","Q110245829","P1153","6504192880"
"3699","Q110245830","P496","""0000-0002-8837-882X"""
"3700","Q110245831","P496","""0000-0002-1152-4112"""
"3701","Q85609139","P496","""0000-0001-9933-7559"""
"3702","Q85609139","P1153","7102928141"
"3703","Q110246439","P1153","20433702300"
"3704","Q39274630","P496","""0000-0001-8594-8703"""
"3705","Q39274630","P1153","34569807800"
"3706","Q110246441","P1153","44961321100"
"3707","Q110246442","P1153","57195059177"
"3708","Q92894448","P496","""0000-0002-6171-3106"""
"3709","Q92894448","P1153","57205584792"
"3710","Q110246443","P1153","57210832541"
"3711","Q96126383","P496","""0000-0003-3223-4090"""
"3712","Q96126383","P1153","57191583792"
"3713","Q51492160","P496","""0000-0001-6242-7059"""
"3714","Q51492160","P1153","15052002300"
"3715","Q51492160","P1053","""H-5103-2011"""
"3716","Q110246444","P496","""0000-0002-9687-8306"""
"3717","Q110246444","P1153","57207455109"
"3718","Q92725478","P496","""0000-0003-0807-8366"""
"3719","Q92725478","P1153","7801590639"
"3720","Q110246445","P1153","57220007028"
"3721","Q91818242","P496","""0000-0003-4895-9045"""
"3722","Q91818242","P1153","56809064200"
"3723","Q91818242","P1053","""I-8049-2014"""
"3724","Q56154388","P496","""0000-0002-3302-2009"""
"3725","Q56154388","P1153","57191783393"
"3726","Q56154388","P1053","""C-8565-2012"""
"3727","Q110246446","P1153","56464725300"
"3728","Q57404008","P496","""0000-0002-7557-6210"""
"3729","Q57404008","P1153","56041201100"
"3730","Q57404008","P1053","""L-4101-2019"""
"3731","Q110246447","P1153","36161899700"
"3732","Q110246448","P1153","7403177580"
"3733","Q91658948","P496","""0000-0002-4550-4363"""
"3734","Q91658948","P1153","57209404949"
"3735","Q91658948","P1053","""K-8677-2019"""
"3736","Q88676071","P1153","55845491900"
"3737","Q110246449","P496","""0000-0001-8807-3121"""
"3738","Q110246449","P1153","57204566427"
"3739","Q110246449","P1053","""T-2729-2019"""
"3740","Q110246451","P496","""0000-0001-5522-8406"""
"3741","Q110246451","P1153","56258120400"
"3742","Q110246451","P1053","""F-4167-2014"""
"3743","Q110246453","P496","""0000-0001-5278-0721"""
"3744","Q110246453","P1153","56810860700"
"3745","Q110246454","P1153","56177058200"
"3746","Q93420780","P496","""0000-0002-5447-061X"""
"3747","Q93420780","P1153","13102678800"
"3748","Q50145289","P496","""0000-0002-7057-2747"""
"3749","Q50145289","P1153","55347284700"
"3750","Q110246455","P1153","57221330632"
"3751","Q110246456","P1153","7006493284"
"3752","Q110246457","P1153","7003543477"
"3753","Q90323202","P1153","57200496943"
"3754","Q88881065","P496","""0000-0003-4301-2290"""
"3755","Q88881065","P1153","57200012621"
"3756","Q88881065","P1053","""U-5754-2018"""
"3757","Q110246458","P496","""0000-0002-8104-0498"""
"3758","Q110246458","P1153","15725454500"
"3759","Q110246458","P1053","""F-8401-2019"""
"3760","Q110246459","P1153","17342728600"
"3761","Q64364333","P1153","6505853555"
"3762","Q57416639","P1153","55342310100"
"3763","Q110246462","P496","""0000-0003-3140-5716"""
"3764","Q110246462","P1153","56011246800"
"3765","Q64371101","P496","""0000-0002-3175-9218"""
"3766","Q64371101","P1153","57071924100"
"3767","Q110246463","P496","""0000-0003-0287-6666"""
"3768","Q110246463","P1153","7601367595"
"3769","Q110246464","P1153","41961509400"
"3770","Q110246465","P1153","55385901300"
"3771","Q100308549","P1153","57201034417"
"3772","Q110246466","P1153","57208145619"
"3773","Q110246468","P496","""0000-0002-9430-9804"""
"3774","Q110246468","P1153","57203715251"
"3775","Q90472690","P496","""0000-0002-0104-2611"""
"3776","Q90472690","P1153","7403372948"
"3777","Q110246469","P496","""0000-0001-5725-1140"""
"3778","Q110246469","P1153","56310014600"
"3779","Q110246470","P496","""0000-0003-0119-0750"""
"3780","Q110246470","P1153","57202602727"
"3781","Q110246472","P496","""0000-0001-9259-0957"""
"3782","Q110246472","P1153","57222187968"
"3783","Q110246473","P1153","7404245609"
"3784","Q59220807","P496","""0000-0003-0470-5924"""
"3785","Q59220807","P1153","55636112000"
"3786","Q59220807","P1053","""P-1078-2019"""
"3787","Q92992813","P496","""0000-0001-5735-8044"""
"3788","Q92992813","P1153","9333304300"
"3789","Q57072238","P496","""0000-0002-1953-4067"""
"3790","Q57072238","P1153","8545617800"
"3791","Q57072238","P1053","""I-1448-2012"""
"3792","Q54251717","P496","""0000-0002-4268-5357"""
"3793","Q54251717","P1153","57188977139"
"3794","Q50255147","P496","""0000-0002-5859-0934"""
"3795","Q50255147","P1153","57193631045"
"3796","Q50255147","P1053","""O-6347-2017"""
"3797","Q39062170","P496","""0000-0002-7981-6293"""
"3798","Q39062170","P1153","57202385658"
"3799","Q110246474","P1153","57073780800"
"3800","Q110246475","P1153","57201780939"
"3801","Q110246476","P1153","56780360900"
"3802","Q110246478","P1153","6504591440"
"3803","Q110246479","P1153","57189620138"
"3804","Q110246480","P496","""0000-0001-8823-9187"""
"3805","Q110246480","P1153","57193258306"
"3806","Q110246480","P1053","""J-7736-2016"""
"3807","Q110246483","P1153","57204966988"
"3808","Q99370858","P496","""0000-0003-3288-4819"""
"3809","Q99370858","P1153","36161772500"
"3810","Q94663035","P1153","55580630800"
"3811","Q88023416","P1153","7005904534"
"3812","Q61073630","P496","""0000-0001-6792-3844"""
"3813","Q61073630","P1153","56337819300"
"3814","Q110246485","P1153","55681727200"
"3815","Q110246486","P1153","35401039300"
"3816","Q110246487","P1153","57208421978"
"3817","Q110246488","P1153","26635495800"
"3818","Q110246489","P1153","57209454372"
"3819","Q110246490","P1153","56819227300"
"3820","Q88239750","P496","""0000-0003-2328-0503"""
"3821","Q88239750","P1153","34971546800"
"3822","Q110246491","P496","""0000-0002-6032-6155"""
"3823","Q110246491","P1153","36608288800"
"3824","Q110246491","P1053","""Q-9608-2016"""
"3825","Q64784773","P1153","14018119900"
"3826","Q79651957","P496","""0000-0002-5484-8512"""
"3827","Q79651957","P1153","12774649400"
"3828","Q96066024","P1153","36142214600"
"3829","Q110246492","P1153","57185872600"
"3830","Q110246493","P496","""0000-0001-6273-4331"""
"3831","Q110246493","P1153","15064248600"
"3832","Q92129452","P496","""0000-0002-6127-5054"""
"3833","Q92129452","P1153","57210430753"
"3834","Q110246495","P496","""0000-0001-8901-4844"""
"3835","Q110246495","P1153","37083383200"
"3836","Q39032021","P496","""0000-0001-8331-6032"""
"3837","Q39032021","P1153","26026094300"
"3838","Q39032021","P1053","""E-8642-2013"""
"3839","Q110246496","P1153","57190212997"
"3840","Q110246497","P1153","8324536100"
"3841","Q110246498","P1153","8606120100"
"3842","Q110246499","P1153","57194747407"
"3843","Q110246500","P1153","55601484600"
"3844","Q110246501","P496","""0000-0001-6277-7905"""
"3845","Q110246501","P1153","57195288374"
"3846","Q110246502","P1153","15622878800"
"3847","Q60513813","P496","""0000-0002-6740-9586"""
"3848","Q60513813","P1153","56263098600"
"3849","Q110246503","P1153","14527141500"
"3850","Q110246504","P1153","56580248400"
"3851","Q110246505","P1153","57215325352"
"3852","Q110246506","P496","""0000-0001-7496-9728"""
"3853","Q110246506","P1153","56434024800"
"3854","Q110246506","P1053","""A-2600-2012"""
"3855","Q110246509","P1153","57200292147"
"3856","Q110246510","P1153","7003443194"
"3857","Q110246511","P1153","57212134608"
"3858","Q110246512","P496","""0000-0001-9729-1796"""
"3859","Q110246512","P1153","6507272808"
"3860","Q51771981","P496","""0000-0001-9833-3679"""
"3861","Q51771981","P1153","55665610900"
"3862","Q51771981","P1053","""M-2995-2015"""
"3863","Q90371168","P1153","56190696900"
"3864","Q110246513","P1153","6602103046"
"3865","Q96202190","P1153","35173176600"
"3866","Q91543494","P496","""0000-0002-8637-1392"""
"3867","Q91543494","P1153","16310119900"
"3868","Q94459788","P1153","6602770872"
"3869","Q110246514","P1153","57212343129"
"3870","Q110246515","P1153","56719736300"
"3871","Q110246517","P1153","57118087900"
"3872","Q110246518","P496","""0000-0003-3095-4043"""
"3873","Q110246518","P1153","27667672300"
"3874","Q109617134","P1153","36586439300"
"3875","Q71732427","P496","""0000-0001-6575-0214"""
"3876","Q71732427","P1153","8413814200"
"3877","Q60320757","P496","""0000-0002-2568-9997"""
"3878","Q60320757","P1153","55771418300"
"3879","Q60320757","P1053","""D-4526-2019"""
"3880","Q61157522","P496","""0000-0002-0810-5144"""
"3881","Q61157522","P1153","9842111400"
"3882","Q110246520","P496","""0000-0001-6822-4375"""
"3883","Q110246520","P1153","57220588512"
"3884","Q110246521","P496","""0000-0001-8255-4215"""
"3885","Q110246521","P1153","57209820886"
"3886","Q110246522","P1153","57220928570"
"3887","Q110246523","P496","""0000-0002-5174-1920"""
"3888","Q110246524","P1153","57189386491"
"3889","Q90149588","P496","""0000-0002-0614-8650"""
"3890","Q90149588","P1153","57210230008"
"3891","Q110246525","P1153","57207252789"
"3892","Q110246526","P1153","57201614426"
"3893","Q110246527","P1153","56586112000"
"3894","Q110246529","P496","""0000-0001-9712-9377"""
"3895","Q110246529","P1153","57211461441"
"3896","Q110246531","P1153","57222315340"
"3897","Q110246532","P1153","57216832388"
"3898","Q59491412","P496","""0000-0002-0334-6918"""
"3899","Q59491412","P1153","56692787100"
"3900","Q59491412","P1053","""W-4880-2019"""
"3901","Q60688917","P496","""0000-0001-8931-0790"""
"3902","Q60688917","P1153","6601982599"
"3903","Q91662707","P1153","12766856100"
"3904","Q110246533","P496","""0000-0002-3134-408X"""
"3905","Q110246533","P1153","57204568628"
"3906","Q110246534","P496","""0000-0002-4425-6994"""
"3907","Q110246534","P1153","57207728008"
"3908","Q110246535","P496","""0000-0002-2570-865X"""
"3909","Q110246535","P1153","57202130647"
"3910","Q110246536","P496","""0000-0002-2070-1002"""
"3911","Q110246536","P1153","57219161924"
"3912","Q110246538","P496","""0000-0001-6427-7146"""
"3913","Q110246538","P1153","57204712215"
"3914","Q86501157","P496","""0000-0003-3019-1832"""
"3915","Q86501157","P1153","12788767000"
"3916","Q47451342","P496","""0000-0003-2639-2498"""
"3917","Q47451342","P1153","6506980407"
"3918","Q47451342","P1053","""AAF-2453-2019"""
"3919","Q110246539","P1153","57193242735"
"3920","Q60608799","P496","""0000-0001-6442-9947"""
"3921","Q60608799","P1153","57192315347"
"3922","Q43227738","P496","""0000-0002-6646-9544"""
"3923","Q43227738","P1153","35484344400"
"3924","Q58340984","P1153","54897985600"
"3925","Q110246542","P1153","55998601900"
"3926","Q96107032","P1153","56412139300"
"3927","Q110246543","P496","""0000-0002-4721-9179"""
"3928","Q110246543","P1153","57216622096"
"3929","Q87674185","P496","""0000-0003-2090-0746"""
"3930","Q87674185","P1153","55845605600"
"3931","Q86860135","P496","""0000-0002-0643-6409"""
"3932","Q86860135","P1153","57200258915"
"3933","Q86955240","P496","""0000-0001-7017-9008"""
"3934","Q86955240","P1153","55210529900"
"3935","Q110246544","P1153","55819839400"
"3936","Q110246545","P1153","57201297748"
"3937","Q110246546","P1153","57217073556"
"3938","Q110246547","P1153","56049891700"
"3939","Q89020042","P496","""0000-0003-3209-7831"""
"3940","Q89020042","P1153","56544181900"
"3941","Q110246550","P1153","25652161800"
"3942","Q110246551","P1153","56891655400"
"3943","Q89447546","P1153","24343929300"
"3944","Q110246552","P1153","12809187700"
"3945","Q89530779","P496","""0000-0002-4816-3023"""
"3946","Q89530779","P1153","57192209536"
"3947","Q57004255","P496","""0000-0002-9079-999X"""
"3948","Q57004255","P1153","57195305103"
"3949","Q110246553","P1153","35177703300"
"3950","Q82223444","P1153","16401935100"
"3951","Q110246554","P496","""0000-0002-2985-3846"""
"3952","Q59866950","P496","""0000-0002-9184-8941"""
"3953","Q59866950","P1153","6507233542"
"3954","Q59866950","P1053","""G-8168-2013"""
"3955","Q87714580","P496","""0000-0001-7235-0446"""
"3956","Q87714580","P1153","57189271026"
"3957","Q59275815","P496","""0000-0003-1019-5676"""
"3958","Q59275815","P1153","35848586700"
"3959","Q59275815","P1053","""I-9915-2012"""
"3960","Q110246555","P496","""0000-0001-8226-957X"""
"3961","Q110246555","P1153","56471875200"
"3962","Q51759973","P496","""0000-0002-3882-5206"""
"3963","Q51759973","P1153","6602380274"
"3964","Q51759973","P1053","""H-2829-2014"""
"3965","Q46890683","P496","""0000-0001-9390-8373"""
"3966","Q46890683","P1153","12799464200"
"3967","Q52280440","P496","""0000-0003-0378-9716"""
"3968","Q52280440","P1153","7203051146"
"3969","Q52280440","P1053","""E-3460-2011"""
"3970","Q110179080","P496","""0000-0002-7282-5023"""
